,Wind_m/s,Precipitation_mm,Min_temp,Max_temp,Mean_temp,Wind_m/s1,Precipitation_mm1,Min_temp1,Max_temp1,Mean_temp1,Wind_m/s2,Precipitation_mm2,Min_temp2,Max_temp2,Mean_temp2,Target: Min_temp
0,1.124567695660596,-0.41058793905174995,0.766945202325156,0.8053993336812976,0.796249860000168,1.2276352200001368,-0.41058793905174995,0.6448562789323784,0.8053993336812976,0.7407458114557377,0.8153651226419737,3.0942775403682563,0.6448562789323784,0.9052759802722853,0.796249860000168,0.27858950875404587
1,0.40309502528381114,-0.41058793905174995,0.27858950875404587,1.0051526268632731,0.6852417629113075,1.124567695660596,-0.41058793905174995,0.766945202325156,0.8053993336812976,0.796249860000168,1.2276352200001368,-0.41058793905174995,0.6448562789323784,0.8053993336812976,0.7407458114557377,0.8890341257179335
2,-0.16377635858366232,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.40309502528381114,-0.41058793905174995,0.27858950875404587,1.0051526268632731,0.6852417629113075,1.124567695660596,-0.41058793905174995,0.766945202325156,0.8053993336812976,0.796249860000168,0.8890341257179335
3,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,-0.16377635858366232,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.40309502528381114,-0.41058793905174995,0.27858950875404587,1.0051526268632731,0.6852417629113075,0.8890341257179335
4,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,-0.16377635858366232,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.766945202325156
5,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,1.011123049110711
6,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,1.2553008958962661
7,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,1.5190129704246655
8,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.2003608803695163
9,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,0.9256608027357669
10,1.2791689821699068,-0.16024040480746382,0.9256608027357669,0.7834264714312804,0.8561942324281525,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.5703820356627842
11,-1.503654174997691,-0.41058793905174995,0.5703820356627842,0.7764351061699112,0.6907921677657506,1.2791689821699068,-0.16024040480746382,0.9256608027357669,0.7834264714312804,0.8561942324281525,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,0.6680531743770061
12,0.351561263114041,0.19024614313453678,0.6680531743770061,0.7884203037608295,0.7418558924266261,-1.503654174997691,-0.41058793905174995,0.5703820356627842,0.7764351061699112,0.6907921677657506,1.2791689821699068,-0.16024040480746382,0.9256608027357669,0.7834264714312804,0.8561942324281525,0.5667193679610008
13,-0.5760464559418251,-0.41058793905174995,0.5667193679610008,0.8483462917154223,0.7290899612614073,0.351561263114041,0.19024614313453678,0.6680531743770061,0.7884203037608295,0.7418558924266261,-1.503654174997691,-0.41058793905174995,0.5703820356627842,0.7764351061699112,0.6907921677657506,0.8401985563608226
14,-1.5551879371674613,-0.41058793905174995,0.8401985563608226,1.2069034529770681,1.052678564275436,-0.5760464559418251,-0.41058793905174995,0.5667193679610008,0.8483462917154223,0.7290899612614073,0.351561263114041,0.19024614313453678,0.6680531743770061,0.7884203037608295,0.7418558924266261,1.2015817696034439
15,-1.658255461507002,-0.41058793905174995,1.2015817696034439,1.420639476681782,1.3357492118520298,-1.5551879371674613,-0.41058793905174995,0.8401985563608226,1.2069034529770681,1.052678564275436,-0.5760464559418251,-0.41058793905174995,0.5667193679610008,0.8483462917154223,0.7290899612614073,0.9806008182625167
16,-1.1429178398092987,-0.41058793905174995,0.9806008182625167,1.6084075722728388,1.33963449525014,-1.658255461507002,-0.41058793905174995,1.2015817696034439,1.420639476681782,1.3357492118520298,-1.5551879371674613,-0.41058793905174995,0.8401985563608226,1.2069034529770681,1.052678564275436,1.0892599600820887
17,-1.503654174997691,-0.41058793905174995,1.0892599600820887,1.788185536136617,1.4889403858346575,-1.1429178398092987,-0.41058793905174995,0.9806008182625167,1.6084075722728388,1.33963449525014,-1.658255461507002,-0.41058793905174995,1.2015817696034439,1.420639476681782,1.3357492118520298,1.614242330671032
18,-0.26684388292320305,-0.41058793905174995,1.614242330671032,1.6323779674546761,1.6410214788463962,-1.503654174997691,-0.41058793905174995,1.0892599600820887,1.788185536136617,1.4889403858346575,-1.1429178398092987,-0.41058793905174995,0.9806008182625167,1.6084075722728388,1.33963449525014,1.440876059453288
19,-1.3490528884883801,0.8411497321696808,1.440876059453288,1.7252632487842945,1.6138244950596257,-0.26684388292320305,-0.41058793905174995,1.614242330671032,1.6323779674546761,1.6410214788463962,-1.503654174997691,-0.41058793905174995,1.0892599600820887,1.788185536136617,1.4889403858346575,1.4482013948568544
20,-1.039850315469758,-0.26037941850517826,1.4482013948568544,1.6933027218751784,1.5993934424380734,-1.3490528884883801,0.8411497321696808,1.440876059453288,1.7252632487842945,1.6138244950596257,-0.26684388292320305,-0.41058793905174995,1.614242330671032,1.6323779674546761,1.6410214788463962,1.489711628810399
21,-0.730647742451136,1.6672965951758252,1.489711628810399,1.3916752491703956,1.4506425923390007,-1.039850315469758,-0.26037941850517826,1.4482013948568544,1.6933027218751784,1.5993934424380734,-1.3490528884883801,0.8411497321696808,1.440876059453288,1.7252632487842945,1.6138244950596257,0.6570651712716562
22,2.0006416525466917,2.818895252699541,0.6570651712716562,0.5157570585674334,0.5853344755313332,-0.730647742451136,1.6672965951758252,1.489711628810399,1.3916752491703956,1.4506425923390007,-1.039850315469758,-0.26037941850517826,1.4482013948568544,1.6933027218751784,1.5993934424380734,0.4250962168253788
23,0.7122975983024334,-0.41058793905174995,0.4250962168253788,0.3759297533400503,0.40217111533471317,2.0006416525466917,2.818895252699541,0.6570651712716562,0.5157570585674334,0.5853344755313332,-0.730647742451136,1.6672965951758252,1.489711628810399,1.3916752491703956,1.4506425923390007,0.376260647468268
24,1.330702744339677,-0.16024040480746382,0.376260647468268,0.3759297533400503,0.3799694959169412,0.7122975983024334,-0.41058793905174995,0.4250962168253788,0.3759297533400503,0.40217111533471317,2.0006416525466917,2.818895252699541,0.6570651712716562,0.5157570585674334,0.5853344755313332,0.7547363099858783
25,1.1761014578303661,-0.36051843220289276,0.7547363099858783,0.6156337051584211,0.6852417629113075,1.330702744339677,-0.16024040480746382,0.376260647468268,0.3759297533400503,0.3799694959169412,0.7122975983024334,-0.41058793905174995,0.4250962168253788,0.3759297533400503,0.40217111533471317,0.766945202325156
26,-0.6275802181115955,-0.41058793905174995,0.766945202325156,0.9452266389086802,0.8739555279623702,1.1761014578303661,-0.36051843220289276,0.7547363099858783,0.6156337051584211,0.6852417629113075,1.330702744339677,-0.16024040480746382,0.376260647468268,0.3759297533400503,0.3799694959169412,0.8157807716822668
27,0.09389245226518934,-0.41058793905174995,0.8157807716822668,1.0950416087951618,0.9794132201967876,-0.6275802181115955,-0.41058793905174995,0.766945202325156,0.9452266389086802,0.8739555279623702,1.1761014578303661,-0.36051843220289276,0.7547363099858783,0.6156337051584211,0.6852417629113075,1.0477497261285444
